item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
55	54.0	2	sample	sqblue	sqblue	sqyellow	sqyellow	line	heartyellow	heartred	heartred	diablue	4	prime	1308335065.206541	3.862319	1	
56	21.0	2	sample	heartpurp	octoblue	heartpurp	none	line	heartblue	octopurp	heartblue	none	4	prime	1308335069.562866	4.279115	5	
57	26.0	2	sample	diapurp	trigreen	circleblack	circleblue	line	octopurp	sqgreen	heartblack	heartblue	4	prime	1308335074.356716	3.280384	6	
58	20.0	2	sample	tripurp	heartblack	tripurp	none	line	triblack	heartpurp	triblack	none	4	prime	1308335078.135893	4.473071	7	
59	98.0	2	sample	sqgreen	sqgreen	circlepurp	circleyellow	line	circlegreen	tripurp	sqyellow	none	4	prime	1308335083.111131	1.204916	5	
60	42.0	2	sample	triblack	octoyellow	heartblue	none	line	heartred	sqpurp	diayellow	none	4	prime	1308335084.810795	4.062838	2	
61	82.0	2	sample	heartpurp	octogreen	heartpurp	none	line	none	heartgreen	heartgreen	none	4	prime	1308335089.354791	4.126052	7	
62	35.0	2	sample	sqpurp	circleblack	sqpurp	heartblack	line	circlepurp	circleblack	sqblack	heartblack	4	prime	1308335093.990512	3.567280	6	
63	7.0	2	sample	triblue	diagreen	triblue	none	line	triblue	diagreen	triblue	none	4	prime	1308335098.059508	1.785408	9	
64	92.0	2	sample	octoblack	tripurp	heartblue	diagreen	line	circleyellow	sqred	octoblack	none	4	prime	1308335100.350191	3.903170	2	
65	23.0	2	sample	diapurp	sqblue	diapurp	none	line	sqpurp	diablue	diablue	none	4	prime	1308335104.745727	3.551382	6	
66	73.0	2	sample	heartgreen	octoblue	diayellow	none	line	none	sqred	tripurp	none	4	prime	1308335108.782300	1.453832	1	
67	1.0	2	sample	octogreen	heartpurp	trired	none	line	sqyellow	diablack	circlegreen	none	4	prime	1308335110.729883	3.500368	2	
68	10.0	2	sample	circlered	diagreen	octopurp	none	line	diayellow	octored	sqyellow	none	4	prime	1308335114.723844	6.897982	5	
69	71.0	2	sample	octopurp	triblack	circlegreen	octoyellow	line	octopurp	triblack	circlegreen	octoyellow	4	prime	1308335122.137105	2.086628	9	
70	3.0	2	sample	circleblack	heartblue	sqgreen	none	line	circleblack	diayellow	sqgreen	none	4	prime	1308335124.715403	4.082476	6	
71	53.0	2	sample	circleblue	circleblue	circleblue	circleblue	line	sqpurp	sqpurp	sqpurp	sqpurp	4	prime	1308335129.309801	2.255738	1	
72	104.0	2	sample	circlepurp	circlepurp	sqblue	sqyellow	line	sqpurp	heartblue	circleyellow	none	4	prime	1308335132.067873	4.386733	3	
73	13.0	2	sample	tripurp	diablue	trired	none	line	sqpurp	triblue	sqred	none	4	prime	1308335136.953486	2.086528	3	
74	67.0	2	sample	circleblue	octogreen	sqblack	heartblue	line	octoblue	circlegreen	sqblack	circleblack	4	prime	1308335139.553077	0.945293	4	
75	32.0	2	sample	heartred	sqpurp	octored	octopurp	line	heartred	heartred	octopurp	octopurp	4	prime	1308335141.012671	4.888505	5	
76	64.0	2	sample	heartpurp	diayellow	heartblue	trired	line	diayellow	heartyellow	circleblack	trired	4	prime	1308335146.419507	3.194004	4	
77	43.0	2	sample	circleblue	triblack	heartgreen	none	line	heartyellow	octopurp	sqblack	none	4	prime	1308335150.107629	2.853618	5	
78	47.0	2	sample	sqyellow	octopurp	circleblack	none	line	diayellow	octopurp	heartblack	none	4	prime	1308335153.452492	1.116337	4	
79	16.0	2	sample	sqblue	trigreen	sqblue	none	line	sqblue	triblue	sqblue	none	4	prime	1308335155.065457	3.132909	7	
80	24.0	2	sample	heartred	sqred	octored	diared	line	tripurp	circlepurp	heartpurp	sqpurp	4	prime	1308335158.714322	6.361796	5	
81	96.0	2	sample	octogreen	sqgreen	sqred	none	line	octogreen	octored	sqgreen	sqred	4	prime	1308335165.577850	6.260128	7	
82	103.0	2	sample	diayellow	diayellow	circleblack	circlegreen	line	circlepurp	octoblack	diagreen	none	4	prime	1308335172.340526	3.193161	7	
83	28.0	2	sample	diared	sqgreen	diared	sqblue	line	diared	circlegreen	diared	circleblue	4	prime	1308335176.048023	5.236517	5	
84	86.0	2	sample	none	diared	heartred	none	line	diablack	sqred	heartblack	none	4	prime	1308335181.768302	4.537795	7	
85	68.0	2	sample	diablack	trigreen	sqblack	circlegreen	line	diablack	trigreen	sqblack	circlegreen	4	prime	1308335186.819706	2.254081	9	
86	34.0	2	sample	triyellow	octopurp	triyellow	diapurp	line	octoyellow	octopurp	tripurp	diapurp	4	prime	1308335189.591454	6.128097	6	
87	31.0	2	sample	heartred	circleblack	octored	circlered	line	circleblack	sqblue	sqblue	octoblue	4	prime	1308335196.235835	2.433696	5	
88	81.0	2	sample	octoblue	octopurp	octoblue	none	line	none	octoblue	octoblue	none	4	prime	1308335199.154756	3.740935	8	
89	22.0	2	sample	heartred	diayellow	heartred	none	line	diared	heartyellow	heartyellow	none	4	prime	1308335203.389903	5.985761	7	
90	66.0	2	sample	diagreen	trired	heartblack	octogreen	line	trigreen	diared	heartblack	diablack	4	prime	1308335209.892566	6.791776	7	
91	11.0	2	sample	sqred	circleyellow	octoblue	none	line	circlegreen	octored	trigreen	none	4	prime	1308335217.180589	1.194246	6	
92	85.0	2	sample	triblack	circlegreen	sqblack	none	line	none	trigreen	sqgreen	none	4	prime	1308335218.858872	1.803048	7	
93	90.0	2	sample	none	heartblue	octoblue	none	line	heartblue	sqred	octoblue	none	4	prime	1308335221.146899	2.730181	8	
94	61.0	2	sample	diablue	circleblack	triyellow	heartblack	line	diablue	heartpurp	triyellow	circlegreen	4	prime	1308335224.393962	2.449673	6	
95	60.0	2	sample	circlered	tripurp	sqblue	diapurp	line	circlered	diagreen	sqblue	triyellow	4	prime	1308335227.361917	1.520134	5	
96	38.0	2	sample	heartred	heartred	circlegreen	octogreen	line	heartred	circlered	heartgreen	circlegreen	4	prime	1308335229.396966	3.280344	6	
97	58.0	2	sample	octoyellow	heartblack	heartred	sqpurp	line	triblue	triblack	trired	sqpurp	4	prime	1308335233.195467	1.155720	5	
98	80.0	2	sample	circlegreen	circlered	circlegreen	none	line	none	circlegreen	circlegreen	none	4	prime	1308335234.833788	1.506215	8	
99	17.0	2	sample	triyellow	heartpurp	triyellow	none	line	triyellow	heartyellow	triyellow	none	4	prime	1308335236.839440	0.362272	5	
100	101.0	2	sample	heartblue	heartblack	circleblue	circleyellow	line	circleblack	octoblue	heartyellow	none	4	prime	1308335237.706640	1.898170	5	
101	4.0	2	sample	circlegreen	heartblue	sqpurp	none	line	circlegreen	heartblue	octoblack	none	4	prime	1308335240.096945	1.363998	3	
102	99.0	2	sample	circlered	circlered	heartyellow	heartpurp	line	heartred	triyellow	circlepurp	none	4	prime	1308335241.967828	3.686061	6	
103	52.0	2	sample	circlepurp	circlepurp	circlepurp	circlepurp	line	heartblack	heartblack	heartblack	heartblack	4	prime	1308335246.165047	1.378225	1	
104	39.0	2	sample	triblack	triblack	circlegreen	octogreen	line	triblack	circleblack	trigreen	circlegreen	4	prime	1308335248.062800	2.032662	4	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	51.0	2	sample	diapurp	diagreen	heartred	none	line	diablack	diagreen	heartred	none	40	prime	1309291524.100039	2.321675	7	
1	10.0	2	sample	heartred	circleblue	sqyellow	none	line	circlegreen	sqred	octogreen	none	40	prime	1309291526.918847	2.038553	6	
2	27.0	2	sample	octopurp	circleyellow	diared	diablack	line	sqpurp	triyellow	heartred	heartblack	40	prime	1309291529.476112	4.071981	7	
3	23.0	2	sample	heartblack	octoyellow	heartblack	none	line	octoblack	heartyellow	heartyellow	none	40	prime	1309291534.042028	1.693695	7	
4	36.0	2	sample	heartgreen	octoblack	heartgreen	octoblack	line	octoblack	heartgreen	octoblack	heartgreen	40	prime	1309291536.247629	1.145461	8	
5	22.0	2	sample	sqred	diagreen	sqred	none	line	diared	sqgreen	sqgreen	none	40	prime	1309291537.885930	2.291365	6	
6	2.0	2	sample	octoblue	heartgreen	circlepurp	none	line	circleyellow	triyellow	sqblue	none	40	prime	1309291540.674785	1.690136	2	
7	40.0	2	sample	circlegreen	triblack	octoblue	none	line	heartpurp	sqyellow	diared	none	40	prime	1309291542.860976	1.459542	2	
8	90.0	2	sample	none	diapurp	tripurp	none	line	diapurp	circleblue	tripurp	none	40	prime	1309291544.807289	1.336266	6	
9	12.0	2	sample	diared	circleblack	diagreen	none	line	trired	diablack	trigreen	none	40	prime	1309291546.642932	2.599829	6	
10	35.0	2	sample	heartyellow	diared	heartyellow	sqred	line	diayellow	diared	heartred	sqred	40	prime	1309291549.757839	1.672466	7	
11	63.0	2	sample	circlered	triblue	sqyellow	diagreen	line	trired	circleblue	heartyellow	octogreen	40	prime	1309291551.950766	3.672549	7	
12	78.0	2	sample	circlepurp	octogreen	diablue	none	line	none	circlepurp	octogreen	none	40	prime	1309291556.106053	1.555826	7	
13	95.0	2	sample	octoblack	octoyellow	triblack	triyellow	line	octoblack	triblack	triyellow	none	40	prime	1309291558.171127	1.429697	8	
14	49.0	2	sample	heartyellow	circlepurp	diagreen	none	line	diagreen	circlepurp	heartyellow	none	40	prime	1309291560.093041	1.745172	7	
15	103.0	2	sample	diablack	diablack	octopurp	octogreen	line	octoyellow	tripurp	diagreen	none	40	prime	1309291562.342290	1.517807	4	
16	6.0	2	sample	triyellow	heartblue	triyellow	none	line	triyellow	heartblue	triyellow	none	40	prime	1309291564.361726	1.652868	9	
17	101.0	2	sample	diapurp	diayellow	sqpurp	sqblue	line	sqyellow	heartpurp	diablue	none	40	prime	1309291566.516803	1.967169	5	
18	7.0	2	sample	tripurp	diablue	tripurp	none	line	tripurp	diablue	tripurp	none	40	prime	1309291568.983514	1.472605	9	
19	59.0	2	sample	circleyellow	sqblack	sqgreen	heartpurp	line	trired	triblack	trigreen	heartpurp	40	prime	1309291570.974094	2.034266	6	
20	56.0	2	sample	sqgreen	circleyellow	diablack	heartpurp	line	circlepurp	heartblack	sqyellow	diagreen	40	prime	1309291573.519073	2.555266	5	
21	66.0	2	sample	triblack	octoyellow	circlered	diablack	line	octoblack	triyellow	circlered	trired	40	prime	1309291576.594533	2.661798	5	
22	68.0	2	sample	heartred	circleblack	sqred	octoblack	line	heartred	circleblack	sqred	octoblack	40	prime	1309291579.770003	2.022092	9	
23	85.0	2	sample	heartblack	diared	triblack	none	line	none	heartred	trired	none	40	prime	1309291582.279841	1.915231	6	
24	4.0	2	sample	trigreen	heartblue	sqblack	none	line	trigreen	heartblue	circlepurp	none	40	prime	1309291584.691087	1.691628	7	
25	73.0	2	sample	tripurp	heartyellow	circlered	none	line	none	sqblack	diablue	none	40	prime	1309291586.867552	1.702883	2	
26	52.0	2	sample	circleblack	circleblack	circleblack	circleblack	line	diared	diared	diared	diared	40	prime	1309291589.083785	2.055337	3	
27	58.0	2	sample	diablue	sqyellow	sqblack	octopurp	line	trigreen	triyellow	triblack	octopurp	40	prime	1309291591.656547	1.985135	5	
28	83.0	2	sample	diagreen	circlepurp	diagreen	none	line	none	diapurp	diapurp	none	40	prime	1309291594.123426	1.540142	4	
29	87.0	2	sample	none	octoyellow	triyellow	none	line	octopurp	circleyellow	tripurp	none	40	prime	1309291596.149683	2.414174	5	
30	80.0	2	sample	octoblue	octogreen	octoblue	none	line	none	octoblue	octoblue	none	40	prime	1309291599.048995	1.553329	6	
31	38.0	2	sample	heartpurp	heartpurp	circleblue	diablue	line	heartpurp	circlepurp	heartblue	circleblue	40	prime	1309291601.116828	2.501841	8	
32	41.0	2	sample	octoblack	heartyellow	triblue	none	line	sqred	circlepurp	diagreen	none	40	prime	1309291604.113768	2.968610	2	
33	62.0	2	sample	sqgreen	tripurp	heartblack	diablue	line	trigreen	sqpurp	octoblack	circleblue	40	prime	1309291607.597815	2.268843	7	
34	37.0	2	sample	octopurp	circleblue	octopurp	circleblue	line	circleblue	octopurp	circleblue	octopurp	40	prime	1309291610.381255	1.457548	8	
35	5.0	2	sample	trigreen	sqyellow	octoblack	none	line	diapurp	sqyellow	octoblack	none	40	prime	1309291612.331777	1.943232	5	
36	14.0	2	sample	octogreen	heartblack	octogreen	none	line	octogreen	heartyellow	octogreen	none	40	prime	1309291614.766775	1.944484	8	
37	25.0	2	sample	circlered	heartred	sqred	octored	line	diayellow	triyellow	circleyellow	heartyellow	40	prime	1309291617.230114	2.514063	7	
38	15.0	2	sample	sqyellow	diablue	sqyellow	none	line	sqyellow	diablack	sqyellow	none	40	prime	1309291620.233668	1.316880	8	
39	47.0	2	sample	heartblack	circlered	sqpurp	none	line	triblack	circlered	diapurp	none	40	prime	1309291622.045633	2.073726	7	
40	61.0	2	sample	octogreen	heartyellow	circlered	triyellow	line	octogreen	triblack	circlered	heartpurp	40	prime	1309291624.637021	2.415806	6	
41	67.0	2	sample	trigreen	sqblack	octoyellow	diagreen	line	sqgreen	triblack	octoyellow	triyellow	40	prime	1309291627.569404	1.969317	6	
42	89.0	2	sample	tripurp	octored	heartpurp	none	line	none	tripurp	heartpurp	none	40	prime	1309291630.024792	2.828584	7	
43	60.0	2	sample	octopurp	diayellow	circlered	sqyellow	line	octopurp	sqgreen	circlered	diablue	40	prime	1309291633.366426	2.619234	5	
44	75.0	2	sample	sqblue	triyellow	circleblack	none	line	none	sqblack	triyellow	none	40	prime	1309291636.471382	2.232213	5	
45	100.0	2	sample	sqgreen	sqyellow	trigreen	triblue	line	triyellow	circlegreen	sqblue	none	40	prime	1309291639.210902	1.895744	4	
46	9.0	2	sample	triyellow	circleblue	sqblack	none	line	triyellow	circlered	sqyellow	none	40	prime	1309291641.602829	1.542353	6	
47	91.0	2	sample	none	triblack	circleblack	none	line	triblack	diared	circleblack	none	40	prime	1309291643.631086	2.464043	5	
48	26.0	2	sample	heartblack	diayellow	octored	octopurp	line	sqblack	triyellow	circlered	circlepurp	40	prime	1309291646.610851	2.981148	6	
49	96.0	2	sample	diablack	triblack	triyellow	none	line	diablack	diayellow	triblack	triyellow	40	prime	1309291650.101353	2.954481	7	
50	18.0	2	sample	sqgreen	heartyellow	sqgreen	none	line	heartyellow	sqgreen	heartyellow	none	40	prime	1309291653.545510	2.079048	7	
51	11.0	2	sample	diablue	tripurp	sqgreen	none	line	trired	sqblue	heartred	none	40	prime	1309291656.122027	1.905698	5	
52	82.0	2	sample	heartred	octogreen	heartred	none	line	none	heartgreen	heartgreen	none	40	prime	1309291658.510565	1.820761	6	
53	43.0	2	sample	triyellow	diared	circlegreen	none	line	circlepurp	sqblack	octored	none	40	prime	1309291660.826268	1.394372	4	
54	1.0	2	sample	octoyellow	trired	circlepurp	none	line	sqgreen	heartblack	diayellow	none	40	prime	1309291662.714763	2.837114	4	
55	55.0	2	sample	circleblack	circleblack	circleblue	circleblue	line	triblue	triyellow	triyellow	octoblack	40	prime	1309291666.071438	2.148675	3	
56	19.0	2	sample	triyellow	heartpurp	triyellow	none	line	heartpurp	triyellow	heartpurp	none	40	prime	1309291668.717359	1.988632	7	
57	30.0	2	sample	trigreen	heartblue	circlegreen	heartgreen	line	heartblue	sqpurp	sqpurp	circlepurp	40	prime	1309291671.219984	2.038179	5	
58	29.0	2	sample	diagreen	circleblack	diagreen	circleyellow	line	diagreen	heartblack	diagreen	heartyellow	40	prime	1309291673.770490	2.901741	7	
59	3.0	2	sample	diayellow	sqred	triblue	none	line	diayellow	circlegreen	triblue	none	40	prime	1309291677.170068	1.192658	6	
60	93.0	2	sample	circleblue	diayellow	tripurp	heartred	line	octogreen	sqblack	circleblue	none	40	prime	1309291678.868773	2.112542	4	
61	72.0	2	sample	circleblack	octopurp	heartgreen	none	line	none	sqblue	trired	none	40	prime	1309291681.465736	2.051129	1	
62	77.0	2	sample	sqblue	circleyellow	diared	none	line	none	circleyellow	diared	none	40	prime	1309291684.000027	1.538749	2	
63	34.0	2	sample	octored	sqgreen	octored	circlegreen	line	sqred	sqgreen	octogreen	circlegreen	40	prime	1309291686.052057	1.674388	7	
64	92.0	2	sample	sqblue	circleblack	trigreen	diapurp	line	heartred	octoyellow	sqblue	none	40	prime	1309291688.231884	1.417023	2	
65	50.0	2	sample	triyellow	trired	diagreen	none	line	triblack	trired	diagreen	none	40	prime	1309291690.149501	1.819591	6	
66	24.0	2	sample	triblue	circleblue	heartblue	sqblue	line	diared	octored	trired	circlered	40	prime	1309291692.490775	3.489044	7	
67	16.0	2	sample	octoblack	circlegreen	octoblack	none	line	octoblack	circleblack	octoblack	none	40	prime	1309291696.471183	1.994495	6	
68	98.0	2	sample	circlered	circlered	diablack	diagreen	line	diared	sqblack	circlegreen	none	40	prime	1309291698.969742	2.628289	7	
69	105.0	2	sample	tripurp	tripurp	circlered	circleblack	line	circlepurp	sqred	triblack	none	40	prime	1309291702.106825	1.430206	5	
70	45.0	2	sample	octoyellow	circlepurp	diagreen	none	line	diagreen	heartblack	octoyellow	none	40	prime	1309291704.029182	1.413690	3	
71	71.0	2	sample	octoyellow	heartpurp	trigreen	octoblue	line	octoyellow	heartpurp	trigreen	octoblue	40	prime	1309291705.960057	2.880303	9	
72	42.0	2	sample	heartred	diablue	circlepurp	none	line	circleyellow	octoblack	triblue	none	40	prime	1309291709.336555	2.155524	2	
73	99.0	2	sample	heartpurp	heartpurp	octoblue	octoblack	line	octopurp	triblue	heartblack	none	40	prime	1309291711.996969	1.682704	3	
74	84.0	2	sample	circlered	diagreen	octored	none	line	none	circlegreen	octogreen	none	40	prime	1309291714.163792	2.780760	3	
75	81.0	2	sample	heartblack	heartyellow	heartblack	none	line	none	heartblack	heartblack	none	40	prime	1309291717.425804	1.275546	8	
76	8.0	2	sample	heartpurp	diayellow	sqred	none	line	heartpurp	diagreen	sqpurp	none	40	prime	1309291719.193230	3.236974	8	
77	76.0	2	sample	diayellow	octoblue	triblack	none	line	none	octoblue	triblack	none	40	prime	1309291722.917618	1.799682	6	
78	79.0	2	sample	octopurp	circleyellow	heartblack	none	line	none	octopurp	circleyellow	none	40	prime	1309291725.199220	2.302375	6	
79	97.0	2	sample	trigreen	heartgreen	heartpurp	none	line	trigreen	tripurp	heartgreen	heartpurp	40	prime	1309291728.008731	1.912533	7	
80	53.0	2	sample	heartblue	heartblue	heartblue	heartblue	line	trigreen	trigreen	trigreen	trigreen	40	prime	1309291730.442893	1.748811	3	
81	32.0	2	sample	diablue	heartpurp	octoblue	octopurp	line	diablue	diablue	octopurp	octopurp	40	prime	1309291732.706057	2.468712	7	
82	48.0	2	sample	triblue	heartgreen	octopurp	none	line	octopurp	heartgreen	triblue	none	40	prime	1309291735.671583	2.270946	7	
83	102.0	2	sample	heartblue	heartblue	diared	diayellow	line	diablack	circlered	heartyellow	none	40	prime	1309291738.447798	1.914317	5	
84	13.0	2	sample	heartblue	octopurp	heartred	none	line	circleblue	heartpurp	circlered	none	40	prime	1309291740.857287	2.421696	5	
85	74.0	2	sample	circlegreen	heartyellow	octopurp	none	line	none	circlepurp	heartyellow	none	40	prime	1309291743.760893	2.451482	6	
86	33.0	2	sample	diayellow	octoblue	heartyellow	heartblue	line	diayellow	diayellow	heartblue	heartblue	40	prime	1309291746.727810	1.141908	7	
87	94.0	2	sample	circleyellow	circleblue	triyellow	triblue	line	circleyellow	triyellow	triblue	none	40	prime	1309291748.381624	1.692332	7	
88	54.0	2	sample	sqpurp	sqpurp	sqblue	sqblue	line	circleblue	circleyellow	circleyellow	tripurp	40	prime	1309291750.588007	1.922112	4	
89	69.0	2	sample	octoblue	trired	circleblue	diared	line	octoblue	trired	circleblue	diared	40	prime	1309291753.031684	2.312459	9	
90	21.0	2	sample	tripurp	circlegreen	tripurp	none	line	trigreen	circlepurp	trigreen	none	40	prime	1309291755.843554	1.539107	8	
91	65.0	2	sample	heartblack	sqgreen	heartblue	circleyellow	line	sqgreen	heartgreen	diapurp	circleyellow	40	prime	1309291757.893847	2.438770	6	
92	20.0	2	sample	octopurp	diayellow	octopurp	none	line	octoyellow	diapurp	octoyellow	none	40	prime	1309291760.824928	1.513025	8	
93	64.0	2	sample	sqyellow	circleblack	sqblue	diagreen	line	circleblack	sqblack	tripurp	diagreen	40	prime	1309291762.850585	1.509260	6	
94	31.0	2	sample	circlepurp	octoblue	tripurp	octopurp	line	octoblue	sqred	sqred	trired	40	prime	1309291764.878506	2.945032	7	
95	39.0	2	sample	octoblue	octoblue	diapurp	circlepurp	line	octoblue	diablue	octopurp	diapurp	40	prime	1309291768.338532	3.015085	8	
96	46.0	2	sample	sqgreen	tripurp	circleblue	none	line	octogreen	tripurp	heartblue	none	40	prime	1309291771.850131	1.807137	6	
97	70.0	2	sample	trigreen	heartred	diayellow	tripurp	line	trigreen	heartred	diayellow	tripurp	40	prime	1309291774.178103	1.965034	9	
98	28.0	2	sample	triblack	circlegreen	triblack	circlepurp	line	triblack	diagreen	triblack	diapurp	40	prime	1309291776.662492	2.414141	7	
99	44.0	2	sample	sqgreen	diapurp	heartred	none	line	heartred	circleblue	sqgreen	none	40	prime	1309291779.569626	2.175243	5	
100	17.0	2	sample	diagreen	triyellow	diagreen	none	line	diagreen	trigreen	diagreen	none	40	prime	1309291782.240741	1.592320	8	
101	88.0	2	sample	heartred	octogreen	trired	none	line	none	heartred	trired	none	40	prime	1309291784.321380	3.041756	7	
102	104.0	2	sample	diayellow	diayellow	heartblue	heartred	line	heartyellow	octoblue	diared	none	40	prime	1309291787.868613	2.345039	6	
103	57.0	2	sample	circlepurp	octoyellow	heartblack	diared	line	octored	diablack	circleyellow	heartpurp	40	prime	1309291790.727587	4.805941	2	
104	86.0	2	sample	none	heartblue	triblue	none	line	heartblack	circleblue	triblack	none	40	prime	1309291796.021285	2.909727	7	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	36.0	2	sample	diablack	heartred	diablack	heartred	line	heartred	diablack	heartred	diablack	41	prime	1309374992.970957	2.550712	9	
1	56.0	2	sample	diablack	triyellow	sqpurp	heartgreen	line	trigreen	heartpurp	diayellow	sqblack	41	prime	1309374996.041844	4.683833	9	
2	49.0	2	sample	octopurp	sqblack	triblue	none	line	triblue	sqblack	octopurp	none	41	prime	1309375001.222050	1.873611	9	
3	62.0	2	sample	sqblack	circleblue	trigreen	heartred	line	circleblack	sqblue	octogreen	diared	41	prime	1309375003.615023	3.060491	1	
4	59.0	2	sample	triblue	octored	octoyellow	heartgreen	line	sqpurp	sqred	sqyellow	heartgreen	41	prime	1309375007.192555	1.272818	1	
5	39.0	2	sample	heartpurp	heartpurp	circleyellow	diayellow	line	heartpurp	circlepurp	heartyellow	circleyellow	41	prime	1309375008.979750	2.767166	7	
6	41.0	2	sample	diablack	circlegreen	sqpurp	none	line	trired	octoblue	heartyellow	none	41	prime	1309375012.244278	2.054942	1	
7	81.0	2	sample	circlepurp	circleyellow	circlepurp	none	line	none	circlepurp	circlepurp	none	41	prime	1309375014.780740	2.153564	8	
8	40.0	2	sample	circleyellow	sqblue	octoblack	none	line	heartpurp	trigreen	diared	none	41	prime	1309375017.430069	1.575917	1	
9	51.0	2	sample	heartblack	heartgreen	circlepurp	none	line	heartred	heartgreen	circlepurp	none	41	prime	1309375019.498896	0.899311	9	
10	74.0	2	sample	diayellow	sqred	heartgreen	none	line	none	diagreen	sqred	none	41	prime	1309375020.881819	1.206844	8	
11	20.0	2	sample	heartblue	diablack	heartblue	none	line	heartblack	diablue	heartblack	none	41	prime	1309375022.583548	1.294966	9	
12	82.0	2	sample	sqgreen	heartblack	sqgreen	none	line	none	sqblack	sqblack	none	41	prime	1309375024.358016	1.194453	8	
13	31.0	2	sample	heartblack	diayellow	triblack	diablack	line	diayellow	sqred	sqred	trired	41	prime	1309375026.070868	3.492329	6	
14	99.0	2	sample	octopurp	octopurp	circleblack	circlered	line	circlepurp	diablack	octored	none	41	prime	1309375030.068178	3.174244	6	
15	94.0	2	sample	octored	octoyellow	trired	triyellow	line	octored	trired	triyellow	none	41	prime	1309375033.755340	1.956492	8	
16	4.0	2	sample	diagreen	heartred	triblue	none	line	diagreen	heartred	octopurp	none	41	prime	1309375036.208067	1.989753	6	
17	45.0	2	sample	triblue	circleblack	heartgreen	none	line	heartgreen	diapurp	triblue	none	41	prime	1309375038.695195	2.469294	2	
18	58.0	2	sample	circlered	sqgreen	sqblack	octoyellow	line	triblue	trigreen	triblack	octoyellow	41	prime	1309375041.682330	2.050978	1	
19	63.0	2	sample	octored	diablue	heartgreen	sqblack	line	diared	octoblue	trigreen	circleblack	41	prime	1309375044.249618	4.853436	6	
20	44.0	2	sample	diayellow	sqblue	circlegreen	none	line	circlegreen	octored	diayellow	none	41	prime	1309375049.596360	2.672265	5	
21	87.0	2	sample	none	circleblack	sqblack	none	line	circleyellow	octoblack	sqyellow	none	41	prime	1309375052.749501	3.281186	8	
22	53.0	2	sample	heartblack	heartblack	heartblack	heartblack	line	diagreen	diagreen	diagreen	diagreen	41	prime	1309375056.541715	2.455608	1	
23	16.0	2	sample	triblue	sqyellow	triblue	none	line	triblue	sqblue	triblue	none	41	prime	1309375059.499227	4.088898	9	
24	96.0	2	sample	circlered	heartred	heartyellow	none	line	circlered	circleyellow	heartred	heartyellow	41	prime	1309375064.093858	2.361382	7	
25	30.0	2	sample	octoblack	heartpurp	sqblack	heartblack	line	heartpurp	diagreen	diagreen	sqgreen	41	prime	1309375066.965837	3.931088	4	
26	47.0	2	sample	circleblack	heartred	octopurp	none	line	triblack	heartred	sqpurp	none	41	prime	1309375071.391686	1.941566	1	
27	17.0	2	sample	octoblue	diablack	octoblue	none	line	octoblue	diablue	octoblue	none	41	prime	1309375073.828855	1.045619	9	
28	101.0	2	sample	diablack	diared	triblack	triblue	line	trired	sqblack	diablue	none	41	prime	1309375075.384018	2.738781	8	
29	37.0	2	sample	circleblue	octoblack	circleblue	octoblack	line	octoblack	circleblue	octoblack	circleblue	41	prime	1309375078.637561	1.805511	9	
30	28.0	2	sample	heartred	diablack	heartred	diablue	line	heartred	triblack	heartred	triblue	41	prime	1309375080.963412	3.705897	5	
31	2.0	2	sample	heartyellow	trigreen	octoblue	none	line	octored	diared	circleyellow	none	41	prime	1309375085.166248	1.740490	1	
32	6.0	2	sample	octoblack	trigreen	octoblack	none	line	octoblack	trigreen	octoblack	none	41	prime	1309375087.401765	0.830744	9	
33	46.0	2	sample	triblack	heartyellow	circlepurp	none	line	diablack	heartyellow	octopurp	none	41	prime	1309375088.726958	1.825923	8	
34	48.0	2	sample	sqred	circlepurp	heartblack	none	line	heartblack	circlepurp	sqred	none	41	prime	1309375091.044850	1.082369	9	
35	18.0	2	sample	circlegreen	triblack	circlegreen	none	line	triblack	circlegreen	triblack	none	41	prime	1309375092.624416	2.204253	8	
36	27.0	2	sample	sqgreen	diablue	heartblack	heartyellow	line	circlegreen	octoblue	triblack	triyellow	41	prime	1309375095.346012	2.068105	1	
37	60.0	2	sample	sqyellow	heartred	triblue	circlered	line	sqyellow	circlepurp	triblue	heartgreen	41	prime	1309375097.931464	3.277978	2	
38	69.0	2	sample	triblue	circlepurp	octoblue	sqpurp	line	triblue	circlepurp	octoblue	sqpurp	41	prime	1309375101.726553	1.305873	9	
39	73.0	2	sample	circleyellow	sqblue	trigreen	none	line	none	heartblack	diapurp	none	41	prime	1309375103.517074	0.890950	1	
40	66.0	2	sample	triblack	diayellow	circlegreen	sqblack	line	diablack	triyellow	circlegreen	trigreen	41	prime	1309375104.925153	4.057062	3	
41	103.0	2	sample	circlegreen	circlegreen	heartred	heartpurp	line	heartyellow	trired	circlepurp	none	41	prime	1309375109.487555	2.080129	2	
